title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Heydrich. Twarz zła,Mario R. Dederichs,2008-01-01,232,polski,Wydawnictwo Dolnośląskie,"biografia, autobiografia, pamiętnik",papier,60,9,"Biografia arcysiepacza Trzeciej Rzeszy stylem przypomina książki Wołoszańskiego. Książka napisana dynamicznym i wartkim stylem, łączy w sobie elementy psychodramy, reportażu i fabularnej rekonstrukcji zdarzeń. Autor nie stroni od pikantnych szczegółów, jak spekulacje na temat rzekomego żydowskiego pochodzenia Heydricha.Hitlerowski namiestnik Czech i Moraw, syn kompozytora, niezwykle inteligentny i muzykalny, w powojennych rozliczeniach odsunięty w cień ze względu na wczesną śmierć (1942) - był najbardziej fanatycznym i bezwzględnym realizatorem rasistowskiej polityki Hitlera.","6,7",9788324594290,https://lubimyczytac.pl/ksiazka/282996/heydrich-twarz-zla
Od szczytu do otchłani,Antoni Ferdynand Ossendowski,2008-01-01,263,polski,LTW,"biografia, autobiografia, pamiętnik",papier,43,6,"W książce ""Od szczyty do otchłani"" autor porywa czytelnika w fascynującą podróż po Mandżurii początku XX stulecia, aby ukazać jej prawdziwe oblicze, i to aż w trzech odsłonach: jako krainy bogactw naturalnych, jako areny walk politycznych i jako miejsca odosobnienia w ""Kamiennych workach"" ludzi wykluczonych przez władze ze społeczeństwa. Nie zabrakło tutaj i barwnych przedstawień licznych szczepów tubylczych, i egzotycznej przyrody, nieustępliwie stawiającej czoło próbom ekspansji człowieka. Autor osobiście i niejednokrotnie z narażeniem życia doświadcza wszystkich tych aspektów pobytu w Mandżurii...","7,3",9788375650297,https://lubimyczytac.pl/ksiazka/55931/od-szczytu-do-otchlani
Kompot. Trudny powrót do życia,Tadeusz Detko,2008-01-01,111,polski,Pert,"biografia, autobiografia, pamiętnik",papier,7,0,"Książka powstała jako próba polemiki z wieloma opiniami na temat narkomanii. Zarówno z tymi powszechnie obecnymi jak i z funkcjonującymi wśród ludzi zawodowo zajmującymi się leczeniem toksykomanów. Autor, były narkoman, dziś katecheta, zdecydowanie krytykuje ideologiczne przesądy oraz intelektualne mody, które obecnie wyznaczają główne trendy terapii uzależnień. Kompot jest przestrogą dla tych, którzy jeszcze nie biorą, choć mają ochotę i przesłaniem nadziei dla tych, którzy już się pogrążyli. To historia upadku, nawrócenia i powstania.","6,6",9788391535851,https://lubimyczytac.pl/ksiazka/86524/kompot-trudny-powrot-do-zycia
Fidel Castro. Biografia,Volker Skierka,2008-01-01,384,polski,Wydawnictwo Dolnośląskie,"biografia, autobiografia, pamiętnik",papier,29,6,"Volker Skierka rekonstruuje dzieje Fidela Castro, opowiadając jednocześnie historię rewolucji kubańskiej. Sięga przy tym do mało znanych źródeł i dokumentów (m.in. zapisów związanych z Kubą w NRD-owskim biurze politycznym i Stasi). Jego książka, oparta na wnikliwych badaniach, daje fascynujący obraz pełnego sprzeczności życia Máximo Lídera. Autor stawia pytanie o przyszłość karaibskiego państwa: czy Castro otworzy swój kraj na reformy gospodarcze i proces demokratyzacji, czy też nadal przyświecać mu będzie stare motto: ""Socialismo o muerte"" - socjalizm albo śmierć?","7,2",978-83-245-8540-3,https://lubimyczytac.pl/ksiazka/70740/fidel-castro-biografia
Chwile oderwane,Konstanty A. Jeleński,2008-01-01,638,polski,słowo/obraz terytoria,"biografia, autobiografia, pamiętnik",papier,18,4,"Chwile oderwane Konstantego Aleksandra Jeleńskiego (1922–1987) możemy czytać dzisiaj jak autobiografię intelektualną niezwykłej, tajemniczej postaci literatury polskiej i europejskiej sceny intelektualnej drugiej połowy XX wieku.Tytułowe „chwile oderwane” to chwile pełne znaczeń i zbiegów okoliczności, w których sztuka łączy się z życiem.Odnajdujemy je w esejach, szkicach, notach i listach pisanych z biegiem lat przez człowieka, którego Witold Gombrowicz uważał za idealne wcielenie nowoczesnego, suwerennego Polaka i Europejczyka.","7,5",9788374538459,https://lubimyczytac.pl/ksiazka/82421/chwile-oderwane
Sharon Osbourne. Ekstremalna Autobiografia,Sharon Osbourne,2008-01-01,324,polski,Axis Mundi,"biografia, autobiografia, pamiętnik",papier,53,9,"Sharon Osbourne całe życie spędziła w warunkach ekstremalnych - dżungli rock and rolla i showbiznesu. Dzieciństwo przetrwała w spektakularnych przypływach i odpływach fortuny jej nieprzewidywalnego ojca, słynnego brytyjskiego menadżera zespołów rockowych Dona Ardena (zajmował się m.in. The Animals, ELO). W wieku 15 lat rzuciła szkołę by dołączyć do rodzinnej firmy, kursując pomiędzy rockową bohemą Londynu i Los Angeles lat 60. Jako dwudziestolatka odcięła się od rodziny i sama stała się legendarną menadżerką. Gdy spotkała bratnią duszę - Ozzy Osbourna, lidera Black Sabbath stworzyła z nim najbardziej niezwykłą i znaną dzięki programom MTV rockową rodzinę. Całe swe barwne życie opowiada z ciętym humorem i powalającą szczerością.","7,2",83-922507-5-3,https://lubimyczytac.pl/ksiazka/69429/sharon-osbourne-ekstremalna-autobiografia
Mieszko II Król Polski (1025-1034). Czasy przełomu w dziejach państwa polskiego,Gerard Labuda,2008-01-01,236,polski,Wydawnictwo Poznańskie,"biografia, autobiografia, pamiętnik",papier,46,8,"Postać króla Mieszka II rysowała się mgliście i nieco koturnowo w stosunku do tego, co tradycja rocznikarska i kronikarska przekazała o jego czynnościach i osiągnięciach. Na całym jego panowaniu legła poświata ""gnuśności"" i kontrastowości w stosunku do glorii rządów ojca i w stosunku do ciężkiego trudu odnawiania państwowości piastowskiej syna.","6,9",9788371775024,https://lubimyczytac.pl/ksiazka/6506/mieszko-ii-krol-polski-1025-1034-czasy-przelomu-w-dziejach-panstwa-polskiego
Księżna Masako. Zakładniczka Chryzantemowego Tronu,Ben Hills,2008-01-01,336,polski,Videograf II,"biografia, autobiografia, pamiętnik",papier,37,4,"Dla wielu osób brzmi to jak bajka - poślubić przystojnego księcia, zamieszkać w luksusowym pałacu i żyć długo i szczęśliwie. W przypadku Masako Owady - żony japońskiego następcy tronu - bajka ta okazała się koszmarem. W wyniku skrępowania zasadami obowiązującymi na dworze cesarskim, a także nacisków na to, aby w obliczu kryzysu dynastycznego urodziła syna, Masako straciła zdrowie i nieomal postradała zmysły. Na kartach tej książki śledzimy życie Masako - od dzieciństwa w rodzinie dyplomaty, przez studia na wielkich światowych uniwersytetach i karierę w dyplomacji, aż po życie za Chryzantemową Kurtyną. Autor książki, znany australijski dziennikarz, dotyka spraw, których nikt w Japonii nie odważyłby się poruszyć, m.in. udziału kobiet w życiu społecznym czy władzy skupionej w rękach aparatu urzędniczego. Przede wszystkim jest to jednak książka o wielkiej miłości, która zboczyła z utartej ścieżki i potoczyła się nie tak, jak powinna.","5,9",9788371835797,https://lubimyczytac.pl/ksiazka/84152/ksiezna-masako-zakladniczka-chryzantemowego-tronu
"Moje życie, mój czas",Maria Sapieżyna,2008-01-01,576,polski,Wydawnictwo Literackie,"biografia, autobiografia, pamiętnik",papier,36,5,"Świetne, barwne portrety, zapis dawnych obyczajów, przenikliwe obserwacje i znakomite nie pozbawione autoironii anegdoty - wszystko to składa się tę biografię i zarazem na swoisty dokument historyczny. Moje życie, mój czas to historia polskiej arystokratki Marii ze Zdziechowskich Sapieżyny, córki ministra, uciekinierki spod panowania dwóch totalitaryzmów, kobiety-szpiega, więzionej przez gestapo w Berlinie, urzędniczki w londyńskim biurze, założycielki fundacji Ex Animo, kawalera Orderu Uśmiechu.","6,5",978-83-08-04265-6,https://lubimyczytac.pl/ksiazka/58202/moje-zycie-moj-czas
Albert Einstein i granice fizyki,Jeremy Bernstein,2008-01-01,165,polski,Świat Książki,"biografia, autobiografia, pamiętnik",papier,35,3,"Powszechnie wiadomo, że Einstein nie wprawiał w zachwyt nauczycieli. Uważany za ucznia raczej przeciętnego, często bywał nieobecny duchem, łatwo wpadał w rozdrażnienie... W jaki sposób ten sprawiający kłopoty młodzieniec stał się największym fizykiem wszech czasów? Książka ukazuje eksperymenty i teorie, które wymyślał dzięki jedynemu w swoim rodzaju połączeniu wyobraźni i przenikliwości. W przejrzysty sposób przedstawia poszukiwania teorii, która obejmowałaby wszystkie siły działające we wszechświecie.","6,8",978-83-7391-450-6,https://lubimyczytac.pl/ksiazka/51907/albert-einstein-i-granice-fizyki
Dzienniki 1927-1969,Anna Kowalska,2008-01-01,579,polski,Wydawnictwo Iskry,"biografia, autobiografia, pamiętnik",papier,26,8,"""Dzienniki"" Anny Kowalskiej to zapiski autorki po latach pamiętanej głównie ze względu na jej wieloletnią i burzliwą przyjaźń z Marią Dąbrowską. Pisarki poznały się podczas wojny, a po śmierci męża Anny, profesora filologii klasycznej Jerzego Kowalskiego, i towarzysza życia Marii, Stanisława Stempowskiego, zamieszkały razem w Warszawie. Przeżyły wspólnie ponad dwadzieścia lat.","6,5",9788324400751,https://lubimyczytac.pl/ksiazka/77521/dzienniki-1927-1969
"Estera i Rózia. O tym, jak moje babki przetrwały hitlerowską wojnę i stalinowski pokój",Masha Gessen,2008-01-01,352,polski,Muza,"biografia, autobiografia, pamiętnik",papier,38,4,"Urzekająca opowieść pełna intryg politycznych, namiętnych uczuć, aktów odwagi i aktów zdrady. To bardzo osobista kronika rodzinna opowiedziana przez wnuczkę bohaterek, ale również opowieść historyczna. Przeżycia kobiet wplatają się w historię Polski i Rosji. W rezultacie wspomnienia, strzępy rozmów oraz fragmenty prywatnej korespondencji czyta się niczym powieść. Są one świadectwem wagi więzów rodzinnych oraz potęgi miłości.","6,4",9788374953030,https://lubimyczytac.pl/ksiazka/78411/estera-i-rozia-o-tym-jak-moje-babki-przetrwaly-hitlerowska-wojne-i-stalinowski-pokoj
Byłem fryzjerem katów,Józef Seweryn,2008-01-01,347,polski,Pamięć Diaspory,"biografia, autobiografia, pamiętnik",papier,16,5,Redakcja: Maja Górniak.,"8,4",9788387374426,https://lubimyczytac.pl/ksiazka/87340/bylem-fryzjerem-katow
Odwaga nadziei,Barack Obama,2008-01-01,423,polski,Albatros,"biografia, autobiografia, pamiętnik",papier,33,4,"Swoją mową programową wygłoszoną w czerwcu 2004 roku senator Barack Obama zelektryzował konwencję wyborczą Partii Demokratycznej. Jeden zwrot z jego przemówienia szczególnie zapisał się w pamięci słuchaczy, przypominając narodowi amerykańskiemu o jego optymizmie i niezłomnej wierze w przyszłość, nawet w obliczu rozdarcia społecznego, narastających konfliktów i licznych niepowodzeń. W dziewięciu rozdziałach książki autor przedstawia swój światopogląd oraz program polityczny z uwzględnieniem wszystkich najważniejszych dziedzin: od gospodarki, poprzez programy społeczne, aż po politykę obronną i zagraniczną. Opisuje kulisy działania amerykańskiej machiny politycznej, kampanii wyborczych i gromadzenia funduszy na ich prowadzenie, mechanizmy głosowania w Senacie i drogi dochodzenia do kompromisu... Często sięga do historii Stanów Zjednoczonych, przywołując wielkie postacie historyczne oraz te mniej znane polskiemu czytelnikowi, które kształtowały politykę USA w kluczowych momentach jej dziejów, oddziałując w ten sposób nie tylko na losy Ameryki, ale i świata. Przytacza liczne szczegóły z życia wielkich mężów stanu, takich jak Jerzy Waszyngton, Abraham Lincoln, John F. Kennedy czy Martin Luther King. Barack Obama określa w ten sposób tradycję, którą pragnie kontynuować we własnej działalności politycznej, tradycję opartą na zasadach, z których zrodziła się konstytucja Stanów Zjednoczonych.. Tradycję rządów, które nie tracą kontaktu z milionami zwykłych Amerykanów. Ówczesny senator Obama nakreślił w książce najważniejsze etapy swojej drogi życiowej, szczególnie wiele uwagi poświęcając bliskim osobom, które ukształtowały go jako człowieka i wpoiły mu system wartości, którym kieruje się w życiu i w polityce. Autor podaje wiele faktów z życia osobistego, ukazujących go jako zwyczajnego człowieka, dobrego ojca i męża, który dostrzega własne wady, słabości i głupstwa i potrafi się z nich śmiać; który dąży do rzeczy wielkich, ale zachowuje skromność i dystans do samego siebie.","5,0",978-83-7359-801-0,https://lubimyczytac.pl/ksiazka/54456/odwaga-nadziei
The Way I Am,Eminem,2008-01-01,208,angielski,Dutton Books,"biografia, autobiografia, pamiętnik",papier,14,2,"Eminem is known as much for his enigmatic persona as for being the first rapper to ever win an Oscar. In THE WAY I AM, he shares his private thoughts, creating a book that is every bit as raw and uncensored as the man himself. Eminem has produced, performed, and written several multi-platinum albums including the The Slim Shady LP and The Eminem Show.","8,9",978-0752888668,https://lubimyczytac.pl/ksiazka/63597/the-way-i-am
Tadeusz Nalepa. Breakout Absolutnie,Wiesław Królikowski,2008-01-01,273,polski,Wydawnictwo Iskry,"biografia, autobiografia, pamiętnik",papier,44,11,"Odkąd Tadeusz Nalepa przekształcił Blackout w Breakout, do oficjalnego (acz nie ostatecznego) końca działalności grupy upłynęło 12 lat. Ten czas zespół Breakeout poświęcił, by wypełnić smutną socjalistyczną rzeczywistość intensywną barwą swojej muzyki. Krytykowani przez media za sprzyjanie zachodnim wzorcom i demonstracyjnie długie włosy, w końcu objęci zakazem emisji w telewizji i radiu, uparcie tworzyli teksty i melodie, które wywalczyły sobie drogę do świadomości Polaka i znalazły miejsce na półce z jego ulubionymi przebojami. Polska powojenna scena muzyczna zawdzięcza im nie tylko Poszłabym za tobą, Gdybyś kochał, hej, Czy mnie jeszcze pamiętasz?, Skąd taki duży deszcz?, Piękno, Kiedy byłem małym chłopcem, Oni zaraz przyjdą tu, Karate, Bądź słońcem. Grupa Tadeusza Nalepy nadawała wyraźny sygnał, że nad Wisłą blues i rock mają się świetnie, a socreal jest wobec połączenia słowiańskiej fantazji z hendriksowskimi i zeppelinowymi tradycjami zupełnie pozbawiony szans.Nowe, rozszerzone wydanie książki zawiera wspomnienia o zmarłym 4 marca 2007 roku Tadeuszu Nalepie, kalendarium i wywiady oraz uzupełnioną dyskografię, a także galerię niepublikowanych dotąd zdjęć.","6,1",9788324400478,https://lubimyczytac.pl/ksiazka/83797/tadeusz-nalepa-breakout-absolutnie
Moje miejsce. Autobiografia,Raul Lozano,2008-01-01,264,polski,Agora,"biografia, autobiografia, pamiętnik",papier,52,8,"Autobiografia słynnego argentyńskiego trenera siatkówki, selekcjonera reprezentacji Polski, z którą w 2006 r. zdobył wicemistrzostwo świata. Zebrane w jednym tomie wspomnienia to barwny zapis dojrzewania jednego z najbardziej cenionych szkoleniowców świata.Opowieść o dzieciństwie, rodzinie, pierwszych sukcesach oraz blaskach i cieniach kariery trenerskiej opatrzono zdjęciami z prywatnego archiwum autora.[Agora, 2008]","6,8",978-83-7552-181-8,https://lubimyczytac.pl/ksiazka/74247/moje-miejsce-autobiografia
Sybiraczka,Zofia Szacka-Niewiadomska,2008-01-01,130,polski,L&L,"biografia, autobiografia, pamiętnik",papier,19,4,"Zofia Szacka-Niewiadomska urodziła się na Kresach Wschodnich. Z rodzicami i siostrą mieszkała w leśniczówce w Puszczy Białowieskiej. 10 lutego 1940 roku po wkroczeniu wojsk radzieckich została wywieziona na Sybir, a potem do Kazachstanu. Tam przeżyła aresztowanie rodziców, dom dziecka, rusyfikację, psychiczne i fizyczne cierpienia, głód. Po blisko siedmiu latach cudem wróciła do Polski. Książka przedstawia autentyczne przeżycia autorki.","7,9",9788360597156,https://lubimyczytac.pl/ksiazka/94717/sybiraczka
Ojciec Pio Tom 1,Luigi Peroni,2008-01-01,351,polski,Dom Wydawniczy Rafael,"biografia, autobiografia, pamiętnik",papier,52,6,"Dwutomowe, jubileuszowe wydanie biografii słynnego stygmatyka z Pietrelciny.","7,8",978-83-7569-061-3,https://lubimyczytac.pl/ksiazka/109890/ojciec-pio-tom-1
